data,trip_creation_time,route_schedule_uuid,route_type,trip_uuid,source_center,source_name,destination_center,destination_name,od_start_time,od_end_time,start_scan_to_end_scan,is_cutoff,cutoff_factor,cutoff_timestamp,actual_distance_to_destination,actual_time,osrm_time,osrm_distance,factor,segment_actual_time,segment_osrm_time,segment_osrm_distance,segment_factor
training,2018-09-15 17:44:39.858281,thanos::sroute:311d7dbf-690c-4907-88f8-31a11159c8c8,FTL,trip-153703347985805937,IND395023AAA,Surat_HUB (Gujarat),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-16 05:34:08.818989,2018-09-16 19:52:31.123002,858.0,False,289,2018-09-16 07:21:22,289.7097091314614,721.0,291.0,394.966,2.47766323024055,12.0,6.0,7.6532,2.0
training,2018-09-17 00:14:20.789064,thanos::sroute:d0cd2cb2-ce42-4103-b999-f8899e9440f7,FTL,trip-153714326609873773,IND431603AAA,Nanded_Aswningr_I (Maharashtra),IND431708AAA,Loha_SivjiCWK_D (Maharashtra),2018-09-17 00:14:20.789064,2018-09-17 01:59:09.679228,104.0,True,22,2018-09-17 01:25:19,22.0326224082342,33.0,15.0,22.4294,2.2,33.0,15.0,22.4294,2.2
training,2018-09-17 00:14:20.789064,thanos::sroute:d0cd2cb2-ce42-4103-b999-f8899e9440f7,FTL,trip-153714326609873773,IND431603AAA,Nanded_Aswningr_I (Maharashtra),IND431708AAA,Loha_SivjiCWK_D (Maharashtra),2018-09-17 00:14:20.789064,2018-09-17 01:59:09.679228,104.0,False,29,2018-09-17 01:13:24,29.52410910921224,45.0,23.0,33.0241,1.9565217391304348,11.0,7.0,10.5947,1.5714285714285714
training,2018-09-17 00:14:20.789064,thanos::sroute:d0cd2cb2-ce42-4103-b999-f8899e9440f7,FTL,trip-153714326609873773,IND431708AAA,Loha_SivjiCWK_D (Maharashtra),IND431514AAA,Gangakher_Busstand_D (Maharashtra),2018-09-17 01:59:09.679228,2018-09-17 03:19:31.471358,80.0,True,22,2018-09-17 02:35:21,23.03073542709631,31.0,16.0,24.0435,1.9375,31.0,16.0,24.0435,1.9375
training,2018-09-17 00:14:20.789064,thanos::sroute:d0cd2cb2-ce42-4103-b999-f8899e9440f7,FTL,trip-153714326609873773,IND431708AAA,Loha_SivjiCWK_D (Maharashtra),IND431514AAA,Gangakher_Busstand_D (Maharashtra),2018-09-17 01:59:09.679228,2018-09-17 03:19:31.471358,80.0,False,37,2018-09-17 01:59:09.679228,37.81690581168395,68.0,28.0,40.939,2.4285714285714284,36.0,11.0,16.8955,3.272727272727273
training,2018-09-17 00:14:20.789064,thanos::sroute:d0cd2cb2-ce42-4103-b999-f8899e9440f7,FTL,trip-153714326609873773,IND431514AAA,Gangakher_Busstand_D (Maharashtra),IND431515AAA,Parli_JirgeNgr_D (Maharashtra),2018-09-17 03:19:31.471358,2018-09-17 04:21:07.487506,61.0,True,22,2018-09-17 03:43:18,24.14208329349518,30.0,18.0,26.4753,1.6666666666666667,30.0,18.0,26.4753,1.6666666666666667
training,2018-09-17 00:14:20.789064,thanos::sroute:d0cd2cb2-ce42-4103-b999-f8899e9440f7,FTL,trip-153714326609873773,IND431514AAA,Gangakher_Busstand_D (Maharashtra),IND431515AAA,Parli_JirgeNgr_D (Maharashtra),2018-09-17 03:19:31.471358,2018-09-17 04:21:07.487506,61.0,False,28,2018-09-17 03:35:28,28.088690659909705,37.0,21.0,30.7404,1.761904761904762,7.0,3.0,4.2651,2.333333333333333
training,2018-09-17 00:14:20.789064,thanos::sroute:d0cd2cb2-ce42-4103-b999-f8899e9440f7,FTL,trip-153714326609873773,IND431515AAA,Parli_JirgeNgr_D (Maharashtra),IND431517AAB,Ambajogai_BnsllNgr_D (Maharashtra),2018-09-17 04:21:07.487506,2018-09-17 05:21:32.158856,60.0,False,18,2018-09-17 04:29:17,18.151808303317125,46.0,15.0,21.9007,3.066666666666667,46.0,15.0,21.9007,3.066666666666667
training,2018-09-17 00:14:20.789064,thanos::sroute:d0cd2cb2-ce42-4103-b999-f8899e9440f7,FTL,trip-153714326609873773,IND431517AAB,Ambajogai_BnsllNgr_D (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-17 05:21:32.158856,2018-09-17 16:18:48.173832,657.0,True,22,2018-09-17 14:33:19,23.30194488175681,84.0,30.0,34.7245,2.8,84.0,30.0,34.7245,2.8
training,2018-09-17 00:14:20.789064,thanos::sroute:d0cd2cb2-ce42-4103-b999-f8899e9440f7,FTL,trip-153714326609873773,IND431517AAB,Ambajogai_BnsllNgr_D (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-17 05:21:32.158856,2018-09-17 16:18:48.173832,657.0,True,44,2018-09-17 13:59:19,44.19165772327654,118.0,45.0,56.5329,2.6222222222222222,34.0,17.0,24.6033,2.0
training,2018-09-17 00:14:20.789064,thanos::sroute:d0cd2cb2-ce42-4103-b999-f8899e9440f7,FTL,trip-153714326609873773,IND431517AAB,Ambajogai_BnsllNgr_D (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-17 05:21:32.158856,2018-09-17 16:18:48.173832,657.0,True,66,2018-09-17 13:29:22,67.04153327116893,148.0,66.0,85.23089999999999,2.242424242424242,29.0,20.0,28.698,1.45
training,2018-09-17 00:14:20.789064,thanos::sroute:d0cd2cb2-ce42-4103-b999-f8899e9440f7,FTL,trip-153714326609873773,IND431517AAB,Ambajogai_BnsllNgr_D (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-17 05:21:32.158856,2018-09-17 16:18:48.173832,657.0,True,88,2018-09-17 12:33:18,90.73002360591792,204.0,82.0,108.8382,2.4878048780487805,56.0,22.0,28.3609,2.5454545454545454
training,2018-09-17 00:14:20.789064,thanos::sroute:d0cd2cb2-ce42-4103-b999-f8899e9440f7,FTL,trip-153714326609873773,IND431517AAB,Ambajogai_BnsllNgr_D (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-17 05:21:32.158856,2018-09-17 16:18:48.173832,657.0,True,110,2018-09-17 11:47:22,111.8099344827554,250.0,98.0,131.1387,2.5510204081632653,45.0,15.0,22.3005,3.0
training,2018-09-17 00:14:20.789064,thanos::sroute:d0cd2cb2-ce42-4103-b999-f8899e9440f7,FTL,trip-153714326609873773,IND431517AAB,Ambajogai_BnsllNgr_D (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-17 05:21:32.158856,2018-09-17 16:18:48.173832,657.0,True,132,2018-09-17 10:51:20,134.45942619027514,306.0,124.0,167.8904,2.467741935483871,56.0,26.0,36.7517,2.1538461538461537
training,2018-09-17 00:14:20.789064,thanos::sroute:d0cd2cb2-ce42-4103-b999-f8899e9440f7,FTL,trip-153714326609873773,IND431517AAB,Ambajogai_BnsllNgr_D (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-17 05:21:32.158856,2018-09-17 16:18:48.173832,657.0,True,154,2018-09-17 10:09:18,156.8007274960194,348.0,157.0,196.9155,2.21656050955414,42.0,33.0,29.0251,1.2727272727272727
training,2018-09-17 00:14:20.789064,thanos::sroute:d0cd2cb2-ce42-4103-b999-f8899e9440f7,FTL,trip-153714326609873773,IND431517AAB,Ambajogai_BnsllNgr_D (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-17 05:21:32.158856,2018-09-17 16:18:48.173832,657.0,True,176,2018-09-17 09:39:31,178.37226485975958,378.0,155.0,212.7156,2.438709677419354,29.0,44.0,52.7136,0.6590909090909091
training,2018-09-17 00:14:20.789064,thanos::sroute:d0cd2cb2-ce42-4103-b999-f8899e9440f7,FTL,trip-153714326609873773,IND431517AAB,Ambajogai_BnsllNgr_D (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-17 05:21:32.158856,2018-09-17 16:18:48.173832,657.0,True,198,2018-09-17 08:45:27,198.27531807581897,432.0,169.0,231.508,2.5562130177514795,54.0,17.0,24.1442,3.176470588235294
training,2018-09-17 00:14:20.789064,thanos::sroute:d0cd2cb2-ce42-4103-b999-f8899e9440f7,FTL,trip-153714326609873773,IND431517AAB,Ambajogai_BnsllNgr_D (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-17 05:21:32.158856,2018-09-17 16:18:48.173832,657.0,True,220,2018-09-17 07:23:20,220.52993615759124,514.0,187.0,256.7447,2.748663101604278,82.0,17.0,25.2367,4.823529411764706
training,2018-09-17 00:14:20.789064,thanos::sroute:d0cd2cb2-ce42-4103-b999-f8899e9440f7,FTL,trip-153714326609873773,IND431517AAB,Ambajogai_BnsllNgr_D (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-17 05:21:32.158856,2018-09-17 16:18:48.173832,657.0,True,242,2018-09-17 06:47:18,242.2972034347247,550.0,203.0,280.7341,2.70935960591133,36.0,16.0,23.9893,2.25
training,2018-09-17 00:14:20.789064,thanos::sroute:d0cd2cb2-ce42-4103-b999-f8899e9440f7,FTL,trip-153714326609873773,IND431517AAB,Ambajogai_BnsllNgr_D (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-17 05:21:32.158856,2018-09-17 16:18:48.173832,657.0,True,264,2018-09-17 06:07:20,265.3510229292465,590.0,220.0,304.1743,2.6818181818181817,39.0,16.0,23.4403,2.4375
training,2018-09-17 00:14:20.789064,thanos::sroute:d0cd2cb2-ce42-4103-b999-f8899e9440f7,FTL,trip-153714326609873773,IND431517AAB,Ambajogai_BnsllNgr_D (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-17 05:21:32.158856,2018-09-17 16:18:48.173832,657.0,False,277,2018-09-17 05:43:19,277.8868384889465,614.0,230.0,318.5583,2.6695652173913045,24.0,10.0,14.384,2.4
training,2018-09-18 14:52:56.589827,thanos::sroute:da965c82-851d-411a-9ce8-b11f95426b46,Carting,trip-153728237658959399,IND400064AAB,Mumbai_MaladWest_CP (Maharashtra),IND400072AAD,Mumbai_Chndivli_PC (Maharashtra),2018-09-18 14:52:56.589827,2018-09-18 16:11:35.907011,78.0,True,9,2018-09-18 15:23:55,9.090013548337469,43.0,13.0,12.3419,3.3076923076923075,43.0,13.0,12.3419,3.3076923076923075
training,2018-09-18 14:52:56.589827,thanos::sroute:da965c82-851d-411a-9ce8-b11f95426b46,Carting,trip-153728237658959399,IND400064AAB,Mumbai_MaladWest_CP (Maharashtra),IND400072AAD,Mumbai_Chndivli_PC (Maharashtra),2018-09-18 14:52:56.589827,2018-09-18 16:11:35.907011,78.0,False,9,2018-09-18 15:19:55,9.714235482828522,47.0,15.0,14.0091,3.1333333333333333,4.0,1.0,0.9899,4.0
training,2018-09-24 18:26:04.013564,thanos::sroute:ae1fbe0b-7154-48ad-99d0-23c942990310,Carting,trip-153781356401330282,IND560048AAB,Bengaluru_Hoodi_IP (Karnataka),IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),2018-09-24 18:26:04.013564,2018-09-24 19:29:41.670793,63.0,True,9,2018-09-24 19:17:26,9.236276603040292,9.0,14.0,11.3269,0.6428571428571429,9.0,14.0,11.3269,0.6428571428571429
training,2018-09-24 18:26:04.013564,thanos::sroute:ae1fbe0b-7154-48ad-99d0-23c942990310,Carting,trip-153781356401330282,IND560048AAB,Bengaluru_Hoodi_IP (Karnataka),IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),2018-09-24 18:26:04.013564,2018-09-24 19:29:41.670793,63.0,True,18,2018-09-24 18:35:20,18.270298672832816,52.0,35.0,26.6377,1.4857142857142858,42.0,22.0,19.3863,1.9090909090909087
training,2018-09-24 18:26:04.013564,thanos::sroute:ae1fbe0b-7154-48ad-99d0-23c942990310,Carting,trip-153781356401330282,IND560048AAB,Bengaluru_Hoodi_IP (Karnataka),IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),2018-09-24 18:26:04.013564,2018-09-24 19:29:41.670793,63.0,False,18,2018-09-24 18:35:20,18.41293062300833,52.0,35.0,26.6377,1.4857142857142858,0.0,0.0,0.0,-1.0
training,2018-09-13 03:03:49.253919,thanos::sroute:2d2cdf5e-6ea1-4525-833e-cae6a1aad24b,Carting,trip-153680782925364456,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND110064AAA,Delhi_Mayapuri_PC (Delhi),2018-09-13 03:03:49.253919,2018-09-13 06:33:29.606211,209.0,True,9,2018-09-13 05:48:24,9.252278392572276,28.0,16.0,12.1097,1.75,28.0,16.0,12.1097,1.75
training,2018-09-13 03:03:49.253919,thanos::sroute:2d2cdf5e-6ea1-4525-833e-cae6a1aad24b,Carting,trip-153680782925364456,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND110064AAA,Delhi_Mayapuri_PC (Delhi),2018-09-13 03:03:49.253919,2018-09-13 06:33:29.606211,209.0,True,18,2018-09-13 05:36:24,18.677982127947423,40.0,27.0,22.9784,1.4814814814814814,12.0,10.0,10.8687,1.2
training,2018-09-13 03:03:49.253919,thanos::sroute:2d2cdf5e-6ea1-4525-833e-cae6a1aad24b,Carting,trip-153680782925364456,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND110064AAA,Delhi_Mayapuri_PC (Delhi),2018-09-13 03:03:49.253919,2018-09-13 06:33:29.606211,209.0,True,27,2018-09-13 05:26:26,27.77084979969272,49.0,37.0,33.4862,1.3243243243243243,9.0,9.0,10.507700000000002,1.0
training,2018-09-13 03:03:49.253919,thanos::sroute:2d2cdf5e-6ea1-4525-833e-cae6a1aad24b,Carting,trip-153680782925364456,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND110064AAA,Delhi_Mayapuri_PC (Delhi),2018-09-13 03:03:49.253919,2018-09-13 06:33:29.606211,209.0,True,36,2018-09-13 04:34:26,36.323484777000026,101.0,45.0,42.686800000000005,2.2444444444444445,52.0,8.0,9.2007,6.5
training,2018-09-13 03:03:49.253919,thanos::sroute:2d2cdf5e-6ea1-4525-833e-cae6a1aad24b,Carting,trip-153680782925364456,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND110064AAA,Delhi_Mayapuri_PC (Delhi),2018-09-13 03:03:49.253919,2018-09-13 06:33:29.606211,209.0,True,45,2018-09-13 04:20:24,45.20212755369148,116.0,57.0,54.6717,2.0350877192982457,14.0,11.0,11.9849,1.2727272727272727
training,2018-09-13 03:03:49.253919,thanos::sroute:2d2cdf5e-6ea1-4525-833e-cae6a1aad24b,Carting,trip-153680782925364456,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND110064AAA,Delhi_Mayapuri_PC (Delhi),2018-09-13 03:03:49.253919,2018-09-13 06:33:29.606211,209.0,False,46,2018-09-13 04:08:26,46.65117019494848,127.0,58.0,55.3455,2.189655172413793,11.0,4.0,4.7578000000000005,2.75
training,2018-09-20 17:56:04.955273,thanos::sroute:e807a3e4-2298-4b5a-99f4-4e42ae62a173,FTL,trip-153746616495500586,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND124103AAA,Jhajjar_DC (Haryana),2018-09-20 17:56:04.955273,2018-09-20 22:21:18.577769,265.0,True,22,2018-09-20 20:39:22,22.4118810669326,101.0,23.0,23.6403,4.391304347826087,101.0,23.0,23.6403,4.391304347826087
training,2018-09-20 17:56:04.955273,thanos::sroute:e807a3e4-2298-4b5a-99f4-4e42ae62a173,FTL,trip-153746616495500586,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND124103AAA,Jhajjar_DC (Haryana),2018-09-20 17:56:04.955273,2018-09-20 22:21:18.577769,265.0,True,44,2018-09-20 20:05:21,44.02414901151284,135.0,57.0,57.503,2.3684210526315788,34.0,39.0,33.9035,0.8717948717948718
training,2018-09-20 17:56:04.955273,thanos::sroute:e807a3e4-2298-4b5a-99f4-4e42ae62a173,FTL,trip-153746616495500586,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND124103AAA,Jhajjar_DC (Haryana),2018-09-20 17:56:04.955273,2018-09-20 22:21:18.577769,265.0,False,46,2018-09-20 19:47:20,46.83075273100954,153.0,53.0,53.8765,2.8867924528301887,18.0,7.0,6.4885,2.571428571428572
training,2018-09-20 17:56:04.955273,thanos::sroute:e807a3e4-2298-4b5a-99f4-4e42ae62a173,FTL,trip-153746616495500586,IND127201AAA,Loharu_BstndDPP_D (Haryana),IND124141AAA,ChrkhiDdri_PuranDPP_D (Haryana),2018-09-21 02:11:02.446673,2018-09-21 03:39:29.925024,88.0,True,22,2018-09-21 02:47:21,23.372991873770022,49.0,17.0,24.4251,2.8823529411764706,49.0,17.0,24.4251,2.8823529411764706
training,2018-09-20 17:56:04.955273,thanos::sroute:e807a3e4-2298-4b5a-99f4-4e42ae62a173,FTL,trip-153746616495500586,IND127201AAA,Loharu_BstndDPP_D (Haryana),IND124141AAA,ChrkhiDdri_PuranDPP_D (Haryana),2018-09-21 02:11:02.446673,2018-09-21 03:39:29.925024,88.0,True,44,2018-09-21 02:19:22,44.63663497459788,77.0,33.0,47.2461,2.333333333333333,27.0,16.0,22.821,1.6875
training,2018-09-20 17:56:04.955273,thanos::sroute:e807a3e4-2298-4b5a-99f4-4e42ae62a173,FTL,trip-153746616495500586,IND127201AAA,Loharu_BstndDPP_D (Haryana),IND124141AAA,ChrkhiDdri_PuranDPP_D (Haryana),2018-09-21 02:11:02.446673,2018-09-21 03:39:29.925024,88.0,False,45,2018-09-21 02:17:29,45.75209360198976,79.0,34.0,48.4122,2.323529411764706,1.0,0.0,1.1662,-1.0
training,2018-09-20 17:56:04.955273,thanos::sroute:e807a3e4-2298-4b5a-99f4-4e42ae62a173,FTL,trip-153746616495500586,IND124141AAA,ChrkhiDdri_PuranDPP_D (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-21 03:50:13.698341,2018-09-21 06:38:50.992411,168.0,True,22,2018-09-21 05:45:21,23.253957835859232,46.0,40.0,40.856300000000005,1.15,46.0,40.0,40.856300000000005,1.15
training,2018-09-20 17:56:04.955273,thanos::sroute:e807a3e4-2298-4b5a-99f4-4e42ae62a173,FTL,trip-153746616495500586,IND124141AAA,ChrkhiDdri_PuranDPP_D (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-21 03:50:13.698341,2018-09-21 06:38:50.992411,168.0,True,44,2018-09-21 05:09:22,44.39205637737096,82.0,53.0,53.0352,1.5471698113207548,35.0,27.0,26.1375,1.2962962962962965
training,2018-09-20 17:56:04.955273,thanos::sroute:e807a3e4-2298-4b5a-99f4-4e42ae62a173,FTL,trip-153746616495500586,IND124141AAA,ChrkhiDdri_PuranDPP_D (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-21 03:50:13.698341,2018-09-21 06:38:50.992411,168.0,True,66,2018-09-21 04:19:19,66.09998389043191,132.0,75.0,89.3891,1.76,50.0,29.0,32.9543,1.7241379310344829
training,2018-09-20 17:56:04.955273,thanos::sroute:e807a3e4-2298-4b5a-99f4-4e42ae62a173,FTL,trip-153746616495500586,IND124141AAA,ChrkhiDdri_PuranDPP_D (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-21 03:50:13.698341,2018-09-21 06:38:50.992411,168.0,False,67,2018-09-21 03:56:27,67.48734389689778,154.0,78.0,91.7799,1.9743589743589745,22.0,3.0,2.6352,7.333333333333333
training,2018-09-23 04:10:32.512604,thanos::sroute:c12bc563-8a95-420f-87fa-41779eeadeb6,Carting,trip-153767583251234572,IND401501AAA,Boisar_OstwlEmp_D (Maharashtra),IND401602AAA,Dahanu_KetyDPP_D (Maharashtra),2018-09-23 04:10:32.512604,2018-09-23 05:33:31.646996,82.0,True,9,2018-09-23 05:14:02,9.482428753354997,17.0,11.0,12.2791,1.5454545454545454,17.0,11.0,12.2791,1.5454545454545454
training,2018-09-23 04:10:32.512604,thanos::sroute:c12bc563-8a95-420f-87fa-41779eeadeb6,Carting,trip-153767583251234572,IND401501AAA,Boisar_OstwlEmp_D (Maharashtra),IND401602AAA,Dahanu_KetyDPP_D (Maharashtra),2018-09-23 04:10:32.512604,2018-09-23 05:33:31.646996,82.0,True,18,2018-09-23 04:45:54,18.36113956728965,46.0,23.0,25.7702,2.0,28.0,12.0,13.4911,2.333333333333333
training,2018-09-23 04:10:32.512604,thanos::sroute:c12bc563-8a95-420f-87fa-41779eeadeb6,Carting,trip-153767583251234572,IND401501AAA,Boisar_OstwlEmp_D (Maharashtra),IND401602AAA,Dahanu_KetyDPP_D (Maharashtra),2018-09-23 04:10:32.512604,2018-09-23 05:33:31.646996,82.0,False,20,2018-09-23 04:37:55,20.75980458318957,54.0,26.0,28.6412,2.076923076923077,7.0,2.0,2.871,3.5
training,2018-09-23 04:10:32.512604,thanos::sroute:c12bc563-8a95-420f-87fa-41779eeadeb6,Carting,trip-153767583251234572,IND401602AAA,Dahanu_KetyDPP_D (Maharashtra),IND401501AAA,Boisar_OstwlEmp_D (Maharashtra),2018-09-23 05:33:31.646996,2018-09-23 09:20:36.240022,227.0,False,20,2018-09-23 05:43:54,20.56043832778196,190.0,26.0,27.8442,7.3076923076923075,190.0,26.0,27.8442,7.3076923076923075
test,2018-10-03 23:45:48.025062,thanos::sroute:1396edcd-faad-4029-a574-f71a85a60157,Carting,trip-153861034802474617,IND245101AAA,Hapur_Swargash_D (Uttar Pradesh),IND201007AAA,GZB_Mohan_Nagar_DPC (Uttar Pradesh),2018-10-04 02:54:40.713577,2018-10-04 05:23:28.396643,148.0,True,9,2018-10-04 04:46:04,9.05433021688315,30.0,14.0,10.8633,2.142857142857143,30.0,14.0,10.8633,2.142857142857143
test,2018-10-03 23:45:48.025062,thanos::sroute:1396edcd-faad-4029-a574-f71a85a60157,Carting,trip-153861034802474617,IND245101AAA,Hapur_Swargash_D (Uttar Pradesh),IND201007AAA,GZB_Mohan_Nagar_DPC (Uttar Pradesh),2018-10-04 02:54:40.713577,2018-10-04 05:23:28.396643,148.0,True,18,2018-10-04 04:20:07,18.07318483268686,55.0,24.0,19.942400000000003,2.2916666666666665,25.0,10.0,9.0792,2.5
test,2018-10-03 23:45:48.025062,thanos::sroute:1396edcd-faad-4029-a574-f71a85a60157,Carting,trip-153861034802474617,IND245101AAA,Hapur_Swargash_D (Uttar Pradesh),IND201007AAA,GZB_Mohan_Nagar_DPC (Uttar Pradesh),2018-10-04 02:54:40.713577,2018-10-04 05:23:28.396643,148.0,True,27,2018-10-04 03:56:04,27.01004971417918,80.0,32.0,28.8719,2.5,24.0,10.0,10.9996,2.4
test,2018-10-03 23:45:48.025062,thanos::sroute:1396edcd-faad-4029-a574-f71a85a60157,Carting,trip-153861034802474617,IND245101AAA,Hapur_Swargash_D (Uttar Pradesh),IND201007AAA,GZB_Mohan_Nagar_DPC (Uttar Pradesh),2018-10-04 02:54:40.713577,2018-10-04 05:23:28.396643,148.0,True,36,2018-10-04 03:32:05,36.36715378732861,104.0,40.0,38.2402,2.6,23.0,7.0,9.3683,3.2857142857142856
test,2018-10-03 23:45:48.025062,thanos::sroute:1396edcd-faad-4029-a574-f71a85a60157,Carting,trip-153861034802474617,IND245101AAA,Hapur_Swargash_D (Uttar Pradesh),IND201007AAA,GZB_Mohan_Nagar_DPC (Uttar Pradesh),2018-10-04 02:54:40.713577,2018-10-04 05:23:28.396643,148.0,False,44,2018-10-04 03:12:08,44.10629026732146,123.0,50.0,46.5093,2.46,19.0,9.0,8.2691,2.111111111111111
test,2018-09-28 22:09:50.453894,thanos::sroute:b875794e-3217-4047-a603-7a02d8e70f55,FTL,trip-153817259045362090,IND174307AAA,Bangana_Bhaleti_D (Himachal Pradesh),IND176041AAA,Bhota_BpassDPP_D (Himachal Pradesh),2018-09-29 03:37:08.990017,2018-09-29 05:00:18.322627,83.0,False,18,2018-09-29 04:02:34,18.4475063773078,51.0,53.0,35.444900000000004,0.9622641509433962,51.0,53.0,35.444900000000004,0.9622641509433962
test,2018-09-28 22:09:50.453894,thanos::sroute:b875794e-3217-4047-a603-7a02d8e70f55,FTL,trip-153817259045362090,IND177033AAA,Nadaun_Ward6_D (Himachal Pradesh),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),2018-09-29 07:35:56.910590,2018-09-29 22:01:49.155342,865.0,True,22,2018-09-29 20:46:16,22.67513225964653,24.0,28.0,23.295900000000003,0.8571428571428571,24.0,28.0,23.295900000000003,0.8571428571428571
test,2018-09-28 22:09:50.453894,thanos::sroute:b875794e-3217-4047-a603-7a02d8e70f55,FTL,trip-153817259045362090,IND177033AAA,Nadaun_Ward6_D (Himachal Pradesh),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),2018-09-29 07:35:56.910590,2018-09-29 22:01:49.155342,865.0,True,44,2018-09-29 17:24:16,44.25622954471358,226.0,53.0,45.635,4.264150943396227,202.0,24.0,22.3391,8.416666666666666
test,2018-09-28 22:09:50.453894,thanos::sroute:b875794e-3217-4047-a603-7a02d8e70f55,FTL,trip-153817259045362090,IND177033AAA,Nadaun_Ward6_D (Himachal Pradesh),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),2018-09-29 07:35:56.910590,2018-09-29 22:01:49.155342,865.0,True,66,2018-09-29 16:58:17,66.03450005366373,252.0,76.0,69.9139,3.3157894736842106,25.0,22.0,24.2789,1.1363636363636365
test,2018-09-28 22:09:50.453894,thanos::sroute:b875794e-3217-4047-a603-7a02d8e70f55,FTL,trip-153817259045362090,IND177033AAA,Nadaun_Ward6_D (Himachal Pradesh),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),2018-09-29 07:35:56.910590,2018-09-29 22:01:49.155342,865.0,True,88,2018-09-29 15:20:18,88.08656477978442,350.0,101.0,96.9295,3.4653465346534653,97.0,24.0,27.0156,4.041666666666667
test,2018-09-28 22:09:50.453894,thanos::sroute:b875794e-3217-4047-a603-7a02d8e70f55,FTL,trip-153817259045362090,IND177033AAA,Nadaun_Ward6_D (Himachal Pradesh),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),2018-09-29 07:35:56.910590,2018-09-29 22:01:49.155342,865.0,True,110,2018-09-29 14:48:19,110.33229649438412,381.0,120.0,123.6315,3.175,31.0,18.0,26.702,1.7222222222222223
test,2018-09-28 22:09:50.453894,thanos::sroute:b875794e-3217-4047-a603-7a02d8e70f55,FTL,trip-153817259045362090,IND177033AAA,Nadaun_Ward6_D (Himachal Pradesh),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),2018-09-29 07:35:56.910590,2018-09-29 22:01:49.155342,865.0,True,132,2018-09-29 13:22:17,133.3151177955741,468.0,141.0,153.28289999999998,3.3191489361702127,86.0,21.0,29.6515,4.095238095238095
test,2018-09-28 22:09:50.453894,thanos::sroute:b875794e-3217-4047-a603-7a02d8e70f55,FTL,trip-153817259045362090,IND177033AAA,Nadaun_Ward6_D (Himachal Pradesh),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),2018-09-29 07:35:56.910590,2018-09-29 22:01:49.155342,865.0,True,154,2018-09-29 08:30:39,154.0303369769611,759.0,167.0,184.4398,4.544910179640719,291.0,26.0,31.1569,11.192307692307692
test,2018-09-28 22:09:50.453894,thanos::sroute:b875794e-3217-4047-a603-7a02d8e70f55,FTL,trip-153817259045362090,IND177033AAA,Nadaun_Ward6_D (Himachal Pradesh),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),2018-09-29 07:35:56.910590,2018-09-29 22:01:49.155342,865.0,False,154,2018-09-29 07:54:40,154.64942048183295,795.0,202.0,212.136,3.935643564356436,35.0,34.0,27.6962,1.0294117647058822
